"","logFC","logCPM","F","PValue","FDR","neglogFC","DE","top30"
"FCER1G",-1.7260708142698,4.12054615119924,97.4999819718873,2.35241350006356e-11,2.14537770495846e-09,1.7260708142698,"UP",NA
"UBASH3A",-2.2631612346213,1.91064868847418,65.0972194241061,2.51874221617226e-11,2.28446631921715e-09,2.2631612346213,"UP",NA
"CORO1A-AS1",-2.04125400145321,2.25535871647239,74.095227424983,2.52984923245367e-11,2.28446631921715e-09,2.04125400145321,"UP",NA
"BATF",-1.6165626584202,1.49095513559077,63.7183149991271,2.58711486421998e-11,2.32472561647139e-09,1.6165626584202,"UP",NA
"EVI2B",-2.35414963390048,3.87142632530058,96.0457883839621,2.68872250797664e-11,2.3934253681712e-09,2.35414963390048,"UP",NA
"MFSD2A",-1.85005262773627,1.79814121550083,64.7488455488975,2.69674571301008e-11,2.3934253681712e-09,1.85005262773627,"UP",NA
"EVI2A",-2.16919125115963,3.06419960773905,90.1198708258622,2.70273880972909e-11,2.3934253681712e-09,2.16919125115963,"UP",NA
"CXCL10",-3.00590563695159,4.99136247129378,96.1686338908546,2.78060757281368e-11,2.45054410659844e-09,3.00590563695159,"UP",NA
"FCGR1A",-1.89626379668546,2.36203852323393,78.0441349625101,2.87794234627964e-11,2.52418952869149e-09,1.89626379668546,"UP",NA
"IL10RA",-2.07165925982502,4.31536557934051,95.5130695424666,3.03308220708575e-11,2.64675999384077e-09,2.07165925982502,"UP",NA
"PIK3R5",-2.19336813442834,3.14291711178051,90.1836060202971,3.05056570581917e-11,2.64675999384077e-09,2.19336813442834,"UP",NA
"CD7",-2.24720590000067,2.37286070148203,73.655046491277,3.06100659371689e-11,2.64675999384077e-09,2.24720590000067,"UP",NA
"CARD16",-1.42969378735675,2.86887619471276,92.3912108918051,3.1200272302487e-11,2.68512765998539e-09,1.42969378735675,"UP",NA
"CLEC2B",-1.45039935697605,3.12323217314413,94.302501785041,3.17258081910607e-11,2.70948399618977e-09,1.45039935697605,"UP",NA
"MATK",-1.83354235829705,2.23239541958188,74.7265137968286,3.18826915301181e-11,2.70948399618977e-09,1.83354235829705,"UP",NA
"FGD2",-2.225726280334,4.13376137260964,95.2430584588926,3.19267112092624e-11,2.70948399618977e-09,2.225726280334,"UP",NA
"MYO1F",-2.0597051846583,4.33223422862551,94.4778442714349,3.45874788320791e-11,2.92176532014213e-09,2.0597051846583,"UP",NA
"SLC24A4",-2.05226533732111,1.80446205059133,63.2149552093463,3.56831857795051e-11,3.00049760790875e-09,2.05226533732111,"UP",NA
"TYMP",-1.94071739334464,4.81716592195967,93.4937334775325,3.64974028490859e-11,3.05494927683376e-09,1.94071739334464,"UP",NA
"CLEC9A",-2.05205618113168,1.8150460662967,63.121162215334,3.74410170787157e-11,3.11959009078639e-09,2.05205618113168,"UP",NA
"MILR1",-1.29207517561038,2.63037692568992,88.7364208823086,3.76100272796788e-11,3.11959009078639e-09,1.29207517561038,"UP",NA
"CD33",-1.60469107081734,2.46521500116229,82.1352788176016,3.98536232798849e-11,3.29079625379987e-09,1.60469107081734,"UP",NA
"PTPRC",-2.62110250269691,5.63818015066848,92.2852759207641,4.15059832360419e-11,3.41186627219679e-09,2.62110250269691,"UP",NA
"RASSF5",-1.89658519648657,3.84456983623702,93.0298683120638,4.27950451981903e-11,3.50212488182155e-09,1.89658519648657,"UP",NA
"PARP15",-2.46599705540203,2.77963942471401,78.375499416542,4.31960499092584e-11,3.51923018171829e-09,2.46599705540203,"UP",NA
"DUSP5",-1.17502670403387,3.13124655751818,92.7090791807529,4.38183644750929e-11,3.55413468669437e-09,1.17502670403387,"UP",NA
"GGTA1",-1.44294064659159,3.44876356812033,92.6560118272126,4.52762444817568e-11,3.65620633301799e-09,1.44294064659159,"UP",NA
"LY9",-2.34341086666628,1.99925379561666,63.2040870341309,4.82130573402524e-11,3.87628751800073e-09,2.34341086666628,"UP",NA
"TYROBP",-1.51677598932127,4.44944672443662,91.3517664161403,4.92026223379051e-11,3.93857323177353e-09,1.51677598932127,"UP",NA
"ARHGAP30",-2.1470479326457,4.58441145503333,91.2276505966454,5.17657566162083e-11,4.1257308023118e-09,2.1470479326457,"UP",NA
"FAS",-1.20672787992656,4.22257995563909,90.9076204825405,5.27514229212814e-11,4.1860880241126e-09,1.20672787992656,"UP",NA
"CD300E",-2.20702729451011,2.29738754892133,69.6371369763445,5.3052829319193e-11,4.19185954418158e-09,2.20702729451011,"UP",NA
"C19orf38",-1.14548756177861,1.85318770627343,67.2619112820868,5.39134798461393e-11,4.24157939510549e-09,1.14548756177861,"UP",NA
"LOC112268267",-1.8429812977785,3.31218254789503,89.663438721719,5.59104291080141e-11,4.37988921358549e-09,1.8429812977785,"UP",NA
"APOBEC3D",-1.65221788878479,2.5662778843079,81.5982430431425,5.71939582573647e-11,4.46137212262022e-09,1.65221788878479,"UP",NA
"P2RY13",-1.94627979743426,2.85990459504514,83.9338641919872,5.7722761646081e-11,4.46923504994938e-09,1.94627979743426,"UP",NA
"ZNF831",-2.26665511692542,1.94528043511907,62.1688475856535,5.7782374493372e-11,4.46923504994938e-09,2.26665511692542,"UP",NA
"ACTA1",-7.34128508818396,5.5348838227155,61.5813786097717,6.00827917727627e-11,4.62763721002736e-09,7.34128508818396,"UP",NA
"SELPLG",-1.9194522601581,3.81365921642556,90.3186244764735,6.11216951468381e-11,4.68795729596942e-09,1.9194522601581,"UP",NA
"TRPV2",-1.50484150119178,3.5514137256149,90.3134201524202,6.20996042539791e-11,4.74311602324871e-09,1.50484150119178,"UP",NA
"MPEG1",-1.98209552991473,5.56169401634036,89.0913043516033,6.25047488345151e-11,4.75425124848754e-09,1.98209552991473,"UP",NA
"SCML4",-2.44843607134126,2.37822375179209,67.8857189617717,6.43257856982684e-11,4.87254536212793e-09,2.44843607134126,"UP",NA
"LPAR5",-1.59008829413587,2.05376229215161,68.7422246229309,6.57478022309523e-11,4.95976527858266e-09,1.59008829413587,"UP",NA
"NCF2",-1.83542043803627,3.39340278464467,88.5891908419662,6.88946445697577e-11,5.1758513508534e-09,1.83542043803627,"UP",NA
"BIN2",-2.00798650183105,3.55766001927782,88.5054978791157,7.13847575792863e-11,5.34103669871795e-09,2.00798650183105,"UP",NA
"CFP",-2.11130467736191,2.5160978342667,74.1397196917139,7.2641935698232e-11,5.41300537920443e-09,2.11130467736191,"UP",NA
"SAMHD1",-1.89000013664576,5.85320643664395,87.8596882215167,7.32366648917623e-11,5.43522795194695e-09,1.89000013664576,"UP",NA
"TNFAIP3",-1.85382543079482,4.57364307734115,88.38949012526,7.42640311112450e-11,5.48924981572675e-09,1.85382543079482,"UP",NA
"CYTH4",-1.52707699651026,4.28871996437532,88.3075744771977,7.60965727746238e-11,5.60211355635192e-09,1.52707699651026,"UP",NA
"HSPA6",-1.73705866174895,2.45576050996447,76.5005333729765,7.83607142896555e-11,5.7457210145747e-09,1.73705866174895,"UP",NA
"SPI1",-1.56336671935403,4.12200617748651,88.0686620057935,8.07877843832283e-11,5.90008316943808e-09,1.56336671935403,"UP",NA
"IL2RA",-1.38614873575806,1.8316187622005,63.3485172967714,8.15208104675243e-11,5.91528666469323e-09,1.38614873575806,"UP",NA
"FAM78A",-1.79325461360461,3.16242424901016,86.1586496050207,8.1641346689618e-11,5.91528666469323e-09,1.79325461360461,"UP",NA
"TNFSF8",-1.84971591642146,2.18531366222764,68.4880407544991,8.44573955739186e-11,6.09523038687205e-09,1.84971591642146,"UP",NA
"PRR7",-1.19055407160127,1.74686143447503,61.973454216272,8.54997117930829e-11,6.14625575246668e-09,1.19055407160127,"UP",NA
"WAS",-1.5472823624571,3.41107554011357,87.6823258565716,8.61276596688119e-11,6.16721144292574e-09,1.5472823624571,"UP",NA
"MYD88",-0.892798111480298,5.1844763933337,86.6511926623582,8.6956932432047e-11,6.20236392378153e-09,0.892798111480298,"UP",NA
"CSTA",-1.95243767718546,1.52683027114994,61.2950579801416,8.76833137206107e-11,6.2299334256299e-09,1.95243767718546,"UP",NA
"MYBL1",-1.83526814367255,2.40806723636841,73.609865510152,9.0224736341667e-11,6.38575151304671e-09,1.83526814367255,"UP",NA
"LILRA1",-2.02299453933844,2.12672870364069,65.0881745966485,9.20876199470348e-11,6.48672926215832e-09,2.02299453933844,"UP",NA
"CENPE",-1.24630092652332,1.59001527779435,58.1803161581672,9.23591913929038e-11,6.48672926215832e-09,1.24630092652332,"UP",NA
"ADA",-1.23247429066495,2.54362932751892,81.6227174843335,9.32989087434883e-11,6.52771868769803e-09,1.23247429066495,"UP",NA
"TRAT1",-2.40360750099656,1.61108785437069,64.1450528422105,9.41801463907542e-11,6.56432039349397e-09,2.40360750099656,"UP",NA
"CCR5",-2.264795056378,3.00008405044117,79.8514542480918,9.5762719337972e-11,6.64934245524381e-09,2.264795056378,"UP",NA
"ADAMTS4",-2.02188977927921,2.02524064491722,62.6908063846649,9.83898892121802e-11,6.80598135527726e-09,2.02188977927921,"UP",NA
"CD48",-2.51293354662153,3.35085357175072,82.0203224944225,9.98852546016397e-11,6.88344587256638e-09,2.51293354662153,"UP",NA
"LILRB3",-1.79446296575257,2.48177871429179,74.9431382059172,1.02401377658603e-10,7.03041068861371e-09,1.79446296575257,"UP",NA
"BATF3",-1.38999913677453,2.09836656335978,69.3885037135436,1.0644747067683e-10,7.25639250097838e-09,1.38999913677453,"UP",NA
"CD53",-2.07314553972182,4.78764782790599,85.7315818834184,1.06484620738813e-10,7.25639250097838e-09,2.07314553972182,"UP",NA
"HLA-DPB1",-1.68759081657145,7.20577025890696,84.9314298886095,1.09138015631968e-10,7.40706542184615e-09,1.68759081657145,"UP",NA
"APOL3",-1.32471277992286,5.40111862977211,85.0141276233074,1.09503831177803e-10,7.40706542184615e-09,1.32471277992286,"UP",NA
"OSCAR",-1.4825025083946,1.74474521417781,59.6641015488484,1.10682093260921e-10,7.4561153404712e-09,1.4825025083946,"UP",NA
"STAMBPL1",-1.18723129750996,2.47143606420059,79.5735706164109,1.11042468384084e-10,7.4561153404712e-09,1.18723129750996,"UP",NA
"CADM3",-2.45337979488694,1.96906359057971,59.2331561790003,1.13777395619317e-10,7.6118738653201e-09,2.45337979488694,"UP",NA
"CD1D",-2.1233572272453,2.36379035613414,68.3178115583191,1.14578837325316e-10,7.63761697094676e-09,2.1233572272453,"UP",NA
"HLA-DOA",-1.65912255206922,5.46190334012393,84.4621109938963,1.19003092687918e-10,7.9037887393559e-09,1.65912255206922,"UP",NA
"CD74",-1.30357464414165,10.493062330813,84.021239245431,1.24087798273358e-10,8.21174523519469e-09,1.30357464414165,"UP",NA
"PARVG",-1.80381002612544,4.36603496646918,84.4534390298103,1.31680463795565e-10,8.66278915214641e-09,1.80381002612544,"UP",NA
"CIITA",-1.34283193134818,6.48579062261452,83.6228573852543,1.3184868111117e-10,8.66278915214641e-09,1.34283193134818,"UP",NA
"SP140",-1.83751463459626,2.442410528022,72.053951714048,1.37273945246995e-10,8.98703103686664e-09,1.83751463459626,"UP",NA
"TRGC2",-1.70862368593164,1.38668384384936,60.7408432714915,1.4087605002353e-10,9.19003157644604e-09,1.70862368593164,"UP",NA
"PSMB8-AS1",-1.32154644204718,4.42111307525883,83.5409606309971,1.43958456329146e-10,9.35781015237438e-09,1.32154644204718,"UP",NA
"ZNF267",-1.16186221493205,3.45365490949926,84.2081494613155,1.47138921774364e-10,9.50116922551858e-09,1.16186221493205,"UP",NA
"APOBR",-2.15530767272037,2.92738929697935,77.1074990207726,1.47534542065906e-10,9.50116922551858e-09,2.15530767272037,"UP",NA
"CYBB",-1.90662914643906,5.48469265076132,82.9936415741911,1.47718794897867e-10,9.50116922551858e-09,1.90662914643906,"UP",NA
"HK3",-2.03101362955745,2.54082808018712,71.5023498100544,1.52844488966066e-10,9.7964766686607e-09,2.03101362955745,"UP",NA
"LILRB2",-1.97019949116347,3.38292703266564,82.2751283713533,1.56995857673062e-10,1.00274950069857e-08,1.97019949116347,"UP",NA
"EFHD2",-0.979147103050642,4.89368207083415,82.4669146998562,1.5990174429331e-10,1.01776349813912e-08,0.979147103050642,"UP",NA
"XCL2",-1.89100581456465,1.45601794341128,60.2432542539887,1.61706436801998e-10,1.02568882111329e-08,1.89100581456465,"UP",NA
"CSF3R",-1.63901545891507,2.86482798589497,79.6021938122846,1.62554421271562e-10,1.02751210218241e-08,1.63901545891507,"UP",NA
"JAK3",-2.19310711592504,4.18470599298575,83.0600098810222,1.6717107494516e-10,1.05306287794492e-08,2.19310711592504,"UP",NA
"SLAMF8",-1.53964799378142,3.73753378854156,83.1225844400855,1.68183167884948e-10,1.05487932286524e-08,1.53964799378142,"UP",NA
"GCNT1",-1.3692070710593,2.78851251278588,80.128483463028,1.68610354917634e-10,1.05487932286524e-08,1.3692070710593,"UP",NA
"CD3D",-2.114223933256,2.31574199022002,65.3301584765225,1.76391787588215e-10,1.0995721567062e-08,2.114223933256,"UP",NA
"LPAR6",-0.876918937829795,5.22237090453405,81.6798388598533,1.77059805929814e-10,1.0995721567062e-08,0.876918937829795,"UP",NA
"LINC00861",-2.69136193935082,2.74183283412741,67.4106964616133,1.77970384385319e-10,1.0995721567062e-08,2.69136193935082,"UP",NA
"LOC107986649",-1.48334311598612,1.81644244171424,59.2870028008094,1.78153363450844e-10,1.0995721567062e-08,1.48334311598612,"UP",NA
"LOC107984200",-1.29099021008295,1.73012868517982,58.2424010174422,1.79333542425472e-10,1.10314200208098e-08,1.29099021008295,"UP",NA
"IKZF1",-2.49121205095705,3.73182172412583,81.1932874516148,1.81377349303841e-10,1.11198267227047e-08,2.49121205095705,"UP",NA
"TAP1",-1.52674282562089,6.0062200690778,81.2100365698711,1.88180407854441e-10,1.14432639464275e-08,1.52674282562089,"UP",NA
"LRRC25",-1.75193082532834,2.77339924817438,76.7518923692196,1.88502553607483e-10,1.14432639464275e-08,1.75193082532834,"UP",NA
"C3AR1",-1.68644522144305,3.56271768827617,82.1823720939423,1.88525760287005e-10,1.14432639464275e-08,1.68644522144305,"UP",NA
"DDIAS",-1.36330148610212,1.45271944636355,55.1849918616847,1.93663523604218e-10,1.17163236012835e-08,1.36330148610212,"UP",NA
"XCL1",-1.33789934618275,1.4901672399807,54.883352282276,1.96506969479096e-10,1.18492409786885e-08,1.33789934618275,"UP",NA
"LAT2",-1.62974645881627,3.06401918604994,80.0752284610282,1.99474660473514e-10,1.19887541020983e-08,1.62974645881627,"UP",NA
"TLR10",-2.23051857688917,1.88745703957515,56.9525906915356,2.02517077410812e-10,1.21152257088952e-08,2.23051857688917,"UP",NA
"NLRC4",-1.10945533660352,1.96077181098924,64.6196132409409,2.02900785152519e-10,1.21152257088952e-08,1.10945533660352,"UP",NA
"RNASE6",-1.75255118201993,3.35996497580099,80.8894902884333,2.08669913645635e-10,1.24192473605134e-08,1.75255118201993,"UP",NA
"ITK",-2.59207055732967,2.7190119948907,67.2720978106462,2.09426991079507e-10,1.24239681989594e-08,2.59207055732967,"UP",NA
"LIPM",-1.09915986224852,1.43181165594991,53.8672043194803,2.12895420688756e-10,1.25889869569212e-08,1.09915986224852,"UP",NA
"FLJ32255",-1.42305758944374,2.14399451902492,66.6437593923555,2.21537611168568e-10,1.3057896946402e-08,1.42305758944374,"UP",NA
"NMI",-0.952398331939382,3.87927758509876,80.9054935191546,2.22667990884282e-10,1.30824581439096e-08,0.952398331939382,"UP",NA
"EBI3",-1.55891597960678,2.10730099643989,64.4582174554761,2.31260385527946e-10,1.35438790003603e-08,1.55891597960678,"UP",NA
"TMEM156",-1.64179155435912,1.66830314204559,55.4589323875683,2.33184368589777e-10,1.36130657981503e-08,1.64179155435912,"UP",NA
"SLC9A9",-1.18553941898927,3.18866649424838,80.326440155099,2.49137935766361e-10,1.44982460334386e-08,1.18553941898927,"UP",NA
"IGHJ5",-3.88441723369607,2.79391498174565,56.5360621307376,2.5317718502177e-10,1.46469893717545e-08,3.88441723369607,"UP",NA
"GIMAP4",-1.18888628290309,4.94958107753519,79.3582114527074,2.53291998846009e-10,1.46469893717545e-08,1.18888628290309,"UP",NA
"SIGLEC10-AS1",-2.07118341831497,1.42765131065716,61.7585461012715,2.7553470028205e-10,1.5882941142059e-08,2.07118341831497,"UP",NA
"FOSL1",-2.27355816996706,1.65796275636163,56.8972060439748,2.76398353844134e-10,1.5882941142059e-08,2.27355816996706,"UP",NA
"P2RX5",-2.37148146823526,1.63034520236669,58.5425782209362,2.77303778928543e-10,1.58851736610598e-08,2.37148146823526,"UP",NA
"TLR6",-1.69964703096232,2.07890329376394,61.8270441233576,2.79591318842754e-10,1.59663192078085e-08,1.69964703096232,"UP",NA
"HLA-F",-1.23297644195362,6.36540356316265,78.4258757015032,2.83786148879378e-10,1.61555400469189e-08,1.23297644195362,"UP",NA
"CD72",-1.44018784492705,2.57944266093229,73.6450660937311,2.90486506399982e-10,1.64857837424708e-08,1.44018784492705,"UP",NA
"CYTIP",-1.86047517916277,3.07626188699342,76.5543285673564,2.93226327952595e-10,1.65899130175896e-08,1.86047517916277,"UP",NA
"PMAIP1",-1.74344254453434,1.75212860358605,55.1507722103362,3.09463813332486e-10,1.74547112683009e-08,1.74344254453434,"UP",NA
"IRF4",-2.55300368109062,2.35269933057881,59.5250909888653,3.10729374392874e-10,1.74723317852631e-08,2.55300368109062,"UP",NA
"TESPA1",-2.1730290895593,2.20178353921388,59.9974603423002,3.15420974837611e-10,1.76819018035114e-08,2.1730290895593,"UP",NA
"SQLE",-1.00420527678496,4.32938889488237,78.0464157179813,3.20827740894427e-10,1.79301625559017e-08,1.00420527678496,"UP",NA
"TRIM21",-0.825439026334988,4.35870592652567,77.9316273882216,3.23296100888809e-10,1.80131939981543e-08,0.825439026334988,"UP",NA
"ANXA1",-1.45196527827688,5.93644425105978,77.5164371429448,3.2702866671775e-10,1.81659469381911e-08,1.45196527827688,"UP",NA
"CX3CR1",-1.86736526764334,3.81419999459604,78.3214375004888,3.35417396178034e-10,1.85756383363732e-08,1.86736526764334,"UP",NA
"GZMB",-2.3680267447243,2.19910834440448,58.1933506182076,3.37255593381024e-10,1.8621181573095e-08,2.3680267447243,"UP","GZMB"
"ADORA3",-1.97720934766078,1.78038548644043,54.6934287228811,3.38524789727674e-10,1.86351288903844e-08,1.97720934766078,"UP",NA
"GJD3",-0.959364842948067,3.64389182447071,78.2919961969321,3.40334086893066e-10,1.867863517017e-08,0.959364842948067,"UP",NA
"FCGR2C",-2.26773209233005,3.04730637220987,72.5559835943566,3.49937865621287e-10,1.91483910886681e-08,2.26773209233005,"UP",NA
"GNLY",-2.73804396628016,3.39595067709369,72.8920865599865,3.51093722261239e-10,1.91544613772939e-08,2.73804396628016,"UP","GNLY"
"RUNX3",-2.29342481551258,3.09470571400719,72.8344145850905,3.54707482968358e-10,1.92941924934509e-08,2.29342481551258,"UP",NA
"GPR82",-1.48236444940418,1.52332372189952,53.1782205086288,3.61444402148902e-10,1.9602477324827e-08,1.48236444940418,"UP",NA
"CLIC2",-1.4428974641642,3.62949272518649,77.818916416041,3.67039484993779e-10,1.98471999982919e-08,1.4428974641642,"UP",NA
"DTHD1",-2.62766317753149,1.54303398197392,65.489410423209,3.96066044597444e-10,2.13537843044581e-08,2.62766317753149,"UP",NA
"GIMAP2",-1.49756060343831,3.41882226162312,77.1361924357258,3.97971799103116e-10,2.13936101154229e-08,1.49756060343831,"UP",NA
"SIGLEC9",-1.58949657210628,1.85084325148941,56.217860119263,4.08494087453472e-10,2.18950442020748e-08,1.58949657210628,"UP",NA
"STAT4",-1.78666386361598,2.7661507703499,71.654433366336,4.14210212561808e-10,2.21366979780481e-08,1.78666386361598,"UP",NA
"FMNL1",-1.94242027368741,4.4046715576818,76.6607215297316,4.15466529963169e-10,2.21392934905664e-08,1.94242027368741,"UP",NA
"KLHL6",-1.79684094421628,2.85606831117325,72.4743156541282,4.26502871263232e-10,2.26615192264531e-08,1.79684094421628,"UP",NA
"PSMB8",-0.995979435518674,5.65481260956621,75.7054474908001,4.31951850521072e-10,2.28616571677334e-08,0.995979435518674,"UP",NA
"FCHO1",-1.99303458575068,2.16733729769909,59.4271257052339,4.33990434833355e-10,2.28616571677334e-08,1.99303458575068,"UP",NA
"NLRP3",-1.65199919738644,2.25249560477036,63.8840369200024,4.34929545966174e-10,2.28616571677334e-08,1.65199919738644,"UP",NA
"FYB1",-1.68948186817191,4.62864754952031,76.0725287013498,4.3525821567503e-10,2.28616571677334e-08,1.68948186817191,"UP",NA
"PTGDR",-1.92684595678443,1.86337528042043,54.5208774138515,4.6109331788557e-10,2.41494331718868e-08,1.92684595678443,"UP",NA
"CASP4",-0.888812318357677,4.60926068790929,75.3864854679201,4.68471353063529e-10,2.44659497806483e-08,0.888812318357677,"UP",NA
"PLA2G7",-1.11821596785878,2.03060961102233,62.3921071246862,4.74835387370198e-10,2.47278621758043e-08,1.11821596785878,"UP",NA
"CD209",-1.6199070272601,3.19511261694013,75.0047813591086,4.85496124995463e-10,2.52114149215066e-08,1.6199070272601,"UP",NA
"IKZF3",-2.5326333313965,3.43131290109178,72.5921864825668,4.90107196633531e-10,2.53789689872578e-08,2.5326333313965,"UP",NA
